Offset;Name;CombatArtStartAt;Race
0;Rush;0;
528;David 1;1536;
1056;Emma;3072;
1584;Blocter;4608;
2112;Pagus;6144;
2640;Torgal;7680;Sovani
3168;David 2;8832;
3696;Baulson;10368;
4224;McGrady;11904;
4752;Keith;13440;
5280;Thelma;14976;
5808;Rebecca;16512;
6336;Sandy;18048;
6864;Oakes;19584;
7392;Semry;21120;
7920;Otto;22656
8448;Lambert;24192
8976;Caplan;25728
9504;Fortham;27264
10032;Roland;28800
10560;Straker;30336
11088;Indie;31872
11616;Vincent;33408
12144;Marlow;34944
12672;Beiroth;36480
13200;Hewath;38016
13728;Euthetia;39552
14256;Ratner;41088
14784;Herius;42624
15312;Ternis;44160
15840;Aperoth;45696
16368;Canna;47232
16896;Eupert;48768
17424;Raymone;50304
17952;Eraph;51840
18480;Loki;53376
19008;Marty;54912
19536;Partis;56448
20064;Permia;57984
20592;Shepard;59520
21120;Ripley;61056
21648;Cuqenos;62592
22176;Procius 1;64128
22704;Lunberdy;65664
23232;Gene;67200
23760;Dreyfus;68736
24288;Zemekis;70272
24816;Carmein;71808
25344;Nicole;73344
25872;Idian;74880
26400;Giland;76416
26928;Redford;77952
27456;Damecus;79488
27984;Nomius;81024
28512;Mithdia;82560
29040;Deidre;84096
29568;Penatess;85632
30096;Lythete;87168
30624;Atella;88704
31152;Anneliese;90240
31680;Peath;91776
32208;Lucipher;93312
32736;Mylune;94848
33264;Jorgen (Warrior);96384
33792;Jorgen (Sage);97920
34320;Jorgen (Raider);99456
34848;Jorgen (General);100992
35376;Jorgen (Aristocrat);102528
35904;Jorgen (Djin);104064
36432;Jorgen (Adventurer);105600
36960;Violet;107136
37488;Gabriel;108672
38016;Jodo;110208
38544;Valentine;111744
39072;Lamda;113280
39600;Sandra;114816
40128;Veronica;116352
40656;Westa;117888
41184;Amos;119424
41712;Barrock;120960
42240;Collins;122496
42768;Dias;124032
43296;Cevellini;125568
43824;Amergen;127104
44352;Willy;128640
44880;Tenberg;130176
45408;Doma;131712
45936;Beck;133248
46464;Crawford;134784
46992;Haralla;136320
47520;Percan;137856
48048;Aepus;139392
48576;Dymus;140928
49104;Mars;142464
49632;Memphis;144000
50160;Agyptus;145536
50688;Arthnova;147072
51216;Kayeth;148608
51744;Piela;150144
52272;Persus;151680
52800;Nora;153216
53328;McNeil;154752
53856;Victor;156288
54384;Vega;157824
54912;Dion;159360
55440;Faye;160896
55968;Perneth;162432
56496;Torres;163968
57024;Pasacrea;165504
57552;Weinberg;167040
58080;Phyleau;168576
58608;Hendrikson;170112
59136;Chamberland;171648
59664;Cain;173184
60192;Garcia;174720
60720;Dyson;176256
61248;Liberty;177792
61776;Nathan;179328
62304;Dona;180864
62832;Neales;182400
63360;Reinperth;183936
63888;Inus;185472
64416;Nauteas;187008
64944;Mattis;188544
65472;Enepe;190080
66000;Nethos;191616
66528;Musa;193152
67056;Ratinus;194688
67584;Iris;196224
68112;Sibal;197760
68640;Maddox;199296
69168;Leshau;200832
69696;Rhagoh;202368
70224;Bud;203904
70752;Nash;205440
71280;Ripp;206976
71808;Tabartha;208512
72336;Beatrice;210048
72864;Acokus;211584
73392;Hematea;213120
73920;Laverne;214656
74448;Riddle;216192
74976;Deacon;217728
75504;Serge;219264
76032;Verne;220800
76560;Dylon;222336
77088;Brad;223872
77616;Orsa;225408
78144;Mayfield;226944
78672;Ironsaid;228480
79200;Cricketh;230016
79728;Artis;231552
80256;Kraliss;233088
80784;Pitanne;234624
81312;Argo;236160
81840;Pentessia;237696
82368;Minuas;239232
82896;Elicia;240768
83424;Quecos;242304
83952;Sidan;243840
84480;Trea;245376
85008;Metella;246912
85536;Emmy;248448
86064;Darien;249984
86592;Glenys;251520
87120;Roberto;253056
87648;Neo 1;254592
88176;Vinnery 1;256128
88704;Lukorra 1;257664
89232;Tucker;259200
89760;Wyatt;260736
90288;Constance;262272
90816;Carmen;263808
91344;Liza;265344
91872;Megeleus;266880
92400;Munia;268416
92928;Iridis;269952
93456;Barney;271488
93984;Sutherby;273024
94512;Parker;274560
95040;Reaves;276096
95568;Lavelle;277632
96096;Kimberly;279168
96624;Knox;280704
97152;Thoreaus;282240
97680;Maverick;283776
98208;Peyton;285312
98736;Arcmane;286848
99264;Texthon;288384
99792;Priamoth;289920
100320;Caris;291456
100848;Glauque;292992
101376;Agipur;294528
101904;Rymedas;296064
102432;Aegus;297600
102960;Capus;299136
103488;Lenneth;300672
104016;Gaou;302208
104544;Bugsy;303744
105072;Joline;305280
105600;Emerald;306816
106128;Nikita;308352
106656;Atney;309888
107184;Camupe;311424
107712;Thacker;312960
108240;Neil;314496
108768;Luke;316032
109296;Singleton;317568
109824;Beauville;319104
110352;Glenn;320640
110880;Noah;322176
111408;Gosche;323712
111936;Ted;325248
112464;Adonis;326784
112992;Merophus;328320
113520;Carcan;329856
114048;Payne;331392
114576;Riventina;332928
115104;Helios;334464
115632;Porteros;336000
116160;Murkbell;337536
116688;Tamulis;339072
117216;Enomos;340608
117744;Cameron;342144;
118272;Paris;343680;
118800;Allan;345216;Sovani
119328;Kate;346368;
119856;Sheryl;347904;
120384;Jäger;349440;
120912;Kurz;350976;
121440;Lenard;352512;
121968;Elliot;354048;
122496;Gerhart;355584;
123024;Pamela;357120;
123552;Demi;358656;
124080;Bertha;360192;
124608;Murtoff;361728;
125136;Opus;363264;
125664;Ynfry;364800;
126192;Anlos;366336
126720;Fauwer;367872
127248;Shanberg;369408
127776;Nigel;370944
128304;Shad;372480
128832;Nabal;374016
129360;Guinn;375552
129888;Diberca;377088
130416;Blackbern;378624
130944;Walter;380160
131472;Ryplen;381696
132000;Lamela;383232
132528;Silvonne;384768
133056;Helcune;386304
133584;Ion;387840
134112;Raptis;389376
134640;Thespos;390912;
135168;Kevroth;392448;
135696;Thispen;393984;
136224;Lyncoth;395520;
136752;Rycoris;397056;
137280;Zolean;398592;
137808;Caedmon;400128;Sovani
138336;Curtis;401280;
138864;Neilsson;402816;
139392;Albert;404352;
139920;Zack;405888;
140448;Lowell;407424;
140976;Seth;408960;
141504;Sapphire;410496;
142032;Garatia;412032;
142560;Proteus 2;413568;
143088;Thore;415104
143616;Shumer;416640
144144;Melamus;418176
144672;Sycune;419712
145200;Irton;421248
145728;Cassim;422784
146256;Slater;424320
146784;Lars;425856
147312;Velnor;427392
147840;Drake;428928
148368;Caysin;430464
148896;Selleck;432000
149424;Radcliffe;433536
149952;Arquis;435072
150480;Ortia;436608
151008;Dashree;438144
151536;Akaya;439680;
152064;Mestaul;441216;
152592;Marwis;442752;
153120;Vaquis;444288;
153648;Leus;445824;
154176;Agea;447360;
154704;Lamentis;448896;
155232;Irina;450432;
155760;Yuniver;451968;
156288;Haruko;453504;
156816;Duke of Ghor;455040;
157344;Khrynia;456576;
157872;Wyngale;458112;Sovani
158400;Linus;459264;
158928;Tyler;460800;
159456;Kimball;462336;
159984;Warsel;463872
160512;Benedict;465408
161040;Orwell;466944
161568;Sean;468480
162096;Marlene;470016
162624;Penelope;471552
163152;Seales;473088
163680;Jackie;474624
164208;Morpheus;476160
164736;Hyenn;477696
165264;Cubarey;479232
165792;Synope;480768
166320;Alterra;482304
166848;Edonne;483840
167376;Meadow;485376
167904;Sutherland;486912
168432;Norton;488448
168960;Carlson;489984
169488;Blatt;491520
170016;Abelle;493056
170544;Zerig;494592
171072;Reinhard;496128
171600;Hugo;497664
172128;Solveigh;499200
172656;Sibaris;500736
173184;Monalus;502272
173712;Salius;503808
174240;Erpo;505344
174768;Mercain;506880
175296;Tepani;508416
175824;Qreatha;509952
176352;Fauna;511488
176880;Leucetuis;513024;Sovani
177408;Cass;514176;
177936;Spike;515712;
178464;Jared;517248;
178992;Yugo;518784;
179520;Muller;520320;
180048;Eckart;521856;
180576;Swift;523392;
181104;Margo;524928;
181632;Zola;526464;
182160;Reda;528000;
182688;Scarlet;529536;
183216;Aquarius;531072;
183744;Anita;532608;
184272;Ophelia 1;534144;
184800;Chivrey;535680;
185328;Aiton;537216;
185856;Naira;538752;
186384;Famus;540288;
186912;Ceramis;541824;
187440;Snievan;543360;Sovani
187968;Zuido;544512;
188496;Ludope;546048;
189024;Hannah;547584;
189552;Milton;549120;
190080;Hinnah;550656;
190608;Young;552192;
191136;Verquent;553728;
191664;Gwayth;555264;
192192;Regolio;556800;
192720;Matthäus 1;558336;
193248;Claude;559872;
193776;Nelly 1;561408
194304;Lester 1;562944
194832;Wylie 1;564480
195360;Leudra 1;566016
195888;Mersarie 1;567552
196416;Nureya;569088
196944;Kimmermann;570624
197472;Geigar 1;572160
198000;Charlene;573696
198528;Kayloph;575232
199056;Luanne 1;576768
199584;Matthäus 2;578304
200112;Nelly 2;579840
200640;Luanne 2;581376
201168;Claude;582912
201696;Lester 2;584448
202224;Wylie 2;585984
202752;Leudra 2;587520
203280;Geigar 2;589056
203808;Mersarie 2;590592
204336;Darren;592128
204864;Nansen;593664
205392;Rudolph;595200
205920;Beyer;596736
206448;Milone;598272
206976;Kazyncy;599808
207504;Yxia;601344
208032;Cornelio;602880
208560;Neo 2;604416
209088;Vinnery 2;605952
209616;Lukorra 2;607488
210144;Ophelia 2;609024
210672;Jaquel;610560
211200;Kirk;612096
211728;Cyclops;613632
212256;Lob Omen;615168
212784;Namul Niram;616704
